Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
55,1.0,0.0,0.0,1961.0,25.0,103.0,4367.0,0.1,8505.426335251781,0.0,0.0,784.4471061229706,,,,,,,,,,,,,,,,,,,,,4737.072409530022,2420.353923760775,8033.566977458129,62.52456963497277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1.0,0.0,0.0,2065.0,26.0,104.0,4471.0,0.1,8659.422346615725,0.0,0.0,795.5483019351959,,,,,,,,,,,,,,,,,,,,,4801.365640748345,2555.5894773544455,8176.424993539982,60.85058177105162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1.0,0.0,0.0,2223.0,27.0,158.0,4629.0,0.1,17690.871602056228,0.0,0.0,811.6016645431519,,,,,,,,,,,,,,,,,,,,,10086.653760272824,4786.498214371242,16129.423024559208,168.85463924050634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1.0,0.0,0.0,2250.0,28.0,27.0,4656.0,0.1,1079.1545092902868,0.0,0.0,814.6693267822266,,,,,,,,,,,,,,,,,,,,,563.490350792191,354.3218174799921,1066.0713464404319,11.16553156456641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1.0,0.0,0.0,2409.0,29.0,159.0,4815.0,0.1,16624.707221607736,0.0,0.0,831.1397230625153,,,,,,,,,,,,,,,,,,,,,9193.128674582453,4509.887576719093,15193.371311601019,171.64104808483415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1.0,0.0,0.0,2479.0,30.0,70.0,4885.0,0.1,5232.981619077454,0.0,0.0,839.0283768177032,,,,,,,,,,,,,,,,,,,,,2937.1827718234276,1573.9846099375673,5037.448684971072,41.689725001270666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2.0,0.0,0.0,53.0,1.0,53.0,4938.0,0.1,3367.7748011552494,0.0,0.0,1193.856283903122,,,,,,,,,,,,,,,,,,,,,1876.415925111378,1044.9925108096368,3274.8712247025264,30.364368654335866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2.0,0.0,0.0,100.0,2.0,47.0,4985.0,0.1,2438.1721952826124,0.0,0.0,1198.9039454460144,,,,,,,,,,,,,,,,,,,,,1365.892061183634,733.0466802850501,2378.730350377387,24.515524872282167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2.0,0.0,0.0,141.0,3.0,41.0,5026.0,0.1,2080.455021163729,0.0,0.0,1203.509554862976,,,,,,,,,,,,,,,,,,,,,1128.0600617858975,667.0847746856417,2038.2790785084455,19.515524872282164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2.0,0.0,0.0,171.0,4.0,30.0,5056.0,0.1,1198.7539084944701,0.0,0.0,1206.8380210399628,,,,,,,,,,,,,,,,,,,,,684.4041034818754,351.390902386748,1180.5817683449357,14.869915680543798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
